chr	start	end	TargetGene	PctChange	Significant	Regulated	IncludeInModel	CustomTargetGeneTSS	strand	PrimaryTissue	NeighborhoodCellLine	PerturbMethod	Clonality	RNAReadoutMethod	Reference	Notes	Reason	nKO	semKO	nCtrl	semCtrl	lfcSE	padj	ClassAnnotation	nTests	PowerAtEffectSize=0.1	PowerAtEffectSize=0.2	PowerAtEffectSize=0.25	PowerAtEffectSize=0.5	CellType	TargetGeneTSS	region.id
chr8	129178905	129181425	MYC	-0.02663524	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	51	0.0118259543885	3919	0.00157100758078	NA	0.513782399647		223	0.99999999946	1	1	1	K562	NA	NA
chr8	129184805	129187305	MYC	-0.00338547	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	33	0.0151724870307	3919	0.00157100758078	NA	0.846712170112		223	0.999992781615	1	1	1	K562	NA	NA
chr8	129194665	129197185	MYC	-0.01161504	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	22	0.0215494183657	3919	0.00157100758078	NA	0.963539534364		223	0.99664146076	1	1	1	K562	NA	NA
chr8	129195785	129198285	MYC	-0.0138983	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	27	0.0212874021267	3919	0.00157100758078	NA	0.882550871026		223	0.998306764099	1	1	1	K562	NA	NA
chr8	129201405	129203905	MYC	-0.01723882	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	47	0.0142360121325	3919	0.00157100758078	NA	0.792351739849		223	0.999999708853	1	1	1	K562	NA	NA
chr8	129208745	129211265	MYC	-0.02515575	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	33	0.0149673411833	3919	0.00157100758078	NA	0.637865740804		223	0.999994489482	1	1	1	K562	NA	NA
chr8	129251565	129254105	MYC	0.01064315	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	28	0.0151103829512	3919	0.00157100758078	NA	0.531771867914		223	0.999984516823	1	1	1	K562	NA	NA
chr8	129262965	129265465	MYC	0.00402889	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	33	0.0185205386046	3919	0.00157100758078	NA	0.649618145862		223	0.999812044197	1	1	1	K562	NA	NA
chr8	129280605	129283105	MYC	0.01529491	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	33	0.0165605217073	3919	0.00157100758078	NA	0.364384738058		223	0.999964919797	1	1	1	K562	NA	NA
chr8	129294305	129296805	MYC	-0.04860364	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	9	0.0208036527059	3919	0.00157100758078	NA	0.517690677977		223	0.955018020603	0.999999999957	1	1	K562	NA	NA
chr8	129323085	129325605	MYC	-0.0103775	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	39	0.0186958914037	3919	0.00157100758078	NA	0.982839330282		223	0.9998761935	1	1	1	K562	NA	NA
chr8	129333805	129336325	MYC	0.00769048	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	42	0.0158429492753	3919	0.00157100758078	NA	0.521518122281		223	0.999994389658	1	1	1	K562	NA	NA
chr8	129338085	129340605	MYC	0.01435969	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	56	0.00717999623442	3919	0.00157100758078	NA	0.219816579904		223	1	1	1	1	K562	NA	NA
chr8	129352625	129355125	MYC	-0.01454393	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	30	0.0145330623492	3919	0.00157100758078	NA	0.861630692157		223	0.999994941599	1	1	1	K562	NA	NA
chr8	129354345	129357025	MYC	0.01633088	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	39	0.011812711642	3919	0.00157100758078	NA	0.298664671063		223	0.999999996274	1	1	1	K562	NA	NA
chr8	129355065	129357565	MYC	0.03235119	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	3	0.0648763176909	3919	0.00157100758078	NA	0.695903712636		223	0.427099396097	0.912637833879	0.983316960792	0.999999998884	K562	NA	NA
chr8	129364785	129367325	MYC	0.06094934	TRUE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	33	0.0174980063523	3919	0.00157100758078	NA	0.000416041754014		223	0.999916269209	1	1	1	K562	NA	NA
chr8	129439265	129441765	MYC	0.01828259	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	35	0.0122582401448	3919	0.00157100758078	NA	0.288743333715		223	0.999999972565	1	1	1	K562	NA	NA
chr8	129459225	129461725	MYC	0.0138772	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	31	0.0140044399481	3919	0.00157100758078	NA	0.419820972299		223	0.999998083503	1	1	1	K562	NA	NA
chr8	129564305	129566805	MYC	0.00920322	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	22	0.0165174991638	3919	0.00157100758078	NA	0.631697164851		223	0.999794298612	1	1	1	K562	NA	NA
chr8	129565845	129569065	MYC	-0.00242861	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	80	0.0100360991597	3919	0.00157100758078	NA	0.72380085014		223	1	1	1	1	K562	NA	NA
chr8	129567845	129570345	MYC	-0.00397789	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	42	0.0145331501141	3919	0.00157100758078	NA	0.844496948353		223	0.999999147217	1	1	1	K562	NA	NA
chr8	129575675	129578175	MYC	-0.01614438	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	34	0.0208235932938	3919	0.00157100758078	NA	0.849078230452		223	0.999281021552	1	1	1	K562	NA	NA
chr8	129664465	129667025	MYC	0.008617	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	27	0.0140022734042	3919	0.00157100758078	NA	0.596747298826		223	0.999995613805	1	1	1	K562	NA	NA
chr8	130321225	130323725	MYC	0.01029813	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	17	0.0200727397829	3919	0.00157100758078	NA	0.637865740804		223	0.995716399214	1	1	1	K562	NA	NA
chr8	130326325	130328905	MYC	-0.03190972	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	15	0.0325885752085	3919	0.00157100758078	NA	0.637865740804		223	0.93659900606	0.999997803181	0.999999999545	1	K562	NA	NA
chr8	130327845	130330385	MYC	-0.00040576	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	27	0.0144426433355	3919	0.00157100758078	NA	0.792351739849		223	0.999991880673	1	1	1	K562	NA	NA
chr8	130328685	130331185	MYC	0.00234485	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	24	0.014000377824	3919	0.00157100758078	NA	0.764266603392		223	0.999990912878	1	1	1	K562	NA	NA
chr8	130329665	130332205	MYC	0.00483621	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	32	0.0130821630427	3919	0.00157100758078	NA	0.637865740804		223	0.999999687964	1	1	1	K562	NA	NA
chr8	130330565	130333125	MYC	-0.01432636	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	24	0.0195773575886	3919	0.00157100758078	NA	0.87855695387		223	0.998936207266	1	1	1	K562	NA	NA
chr8	130425745	130428265	MYC	0.00111105	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	22	0.0190722891476	3919	0.00157100758078	NA	0.79093751934		223	0.998899537376	1	1	1	K562	NA	NA
chr8	130426645	130429365	MYC	0.00153349	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	63	0.0138909245548	3919	0.00157100758078	NA	0.628799741335		223	0.999999964676	1	1	1	K562	NA	NA
chr8	130428845	130431345	MYC	-0.00402044	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	24	0.0160810586927	3919	0.00157100758078	NA	0.86125785479		223	0.999906569998	1	1	1	K562	NA	NA
chr8	130429725	130432265	MYC	0.01120329	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	40	0.0136601745324	3919	0.00157100758078	NA	0.419790114877		223	0.999999761849	1	1	1	K562	NA	NA
chr8	130431745	130434245	MYC	0.00962559	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	32	0.0141825922853	3919	0.00157100758078	NA	0.530914033569		223	0.99999789642	1	1	1	K562	NA	NA
chr8	130432385	130434905	MYC	-0.01216176	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	37	0.018821457241	3919	0.00157100758078	NA	0.934507216496		223	0.999839253771	1	1	1	K562	NA	NA
chr8	130433085	130435585	MYC	-0.00322225	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	34	0.0160133808673	3919	0.00157100758078	NA	0.844496948353		223	0.999982751113	1	1	1	K562	NA	NA
chr8	130436725	130439225	MYC	-0.03878298	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	8	0.0188729549654	3919	0.00157100758078	NA	0.649618145862		223	0.95168786477	0.999999999998	1	1	K562	NA	NA
chr8	130451245	130453765	MYC	0.00407584	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	24	0.0238782213939	3919	0.00157100758078	NA	0.71951985763		223	0.994114504713	0.999999999989	1	1	K562	NA	NA
chr8	130457745	130460305	MYC	0.00132424	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	33	0.0179300753558	3919	0.00157100758078	NA	0.736975429789		223	0.99988025374	1	1	1	K562	NA	NA
chr8	130458845	130461345	MYC	0.02054476	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	10	0.0394422986205	3919	0.00157100758078	NA	0.596747298826		223	0.835951218914	0.999777034093	0.999999114603	1	K562	NA	NA
chr8	130459405	130461905	MYC	-0.03025587	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	26	0.0187050620573	3919	0.00157100758078	NA	0.559511105942		223	0.999510642737	1	1	1	K562	NA	NA
chr8	130460885	130463445	MYC	0.02526526	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	49	0.0114709984013	3919	0.00157100758078	NA	0.07672067048		223	0.999999999776	1	1	1	K562	NA	NA
chr8	130461845	130464365	MYC	0.02037226	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	28	0.0207868924721	3919	0.00157100758078	NA	0.311645840584		223	0.998787817584	1	1	1	K562	NA	NA
chr8	130465465	130467985	MYC	0.00590284	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	29	0.0137848249126	3919	0.00157100758078	NA	0.637865740804		223	0.999997973029	1	1	1	K562	NA	NA
chr8	130467365	130469885	MYC	-0.03778919	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	28	0.0107976401417	3919	0.00157100758078	NA	0.362358864619		223	0.99999999677	1	1	1	K562	NA	NA
chr8	130468945	130471605	MYC	-0.003349	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	28	0.0146986611121	3919	0.00157100758078	NA	0.849078230452		223	0.999990736581	1	1	1	K562	NA	NA
chr8	130479585	130482165	MYC	0.00096603	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	14	0.0261504887849	3919	0.00157100758078	NA	0.842267571449		223	0.96688349812	0.999999992161	1	1	K562	NA	NA
chr8	130488685	130491225	MYC	-0.00418527	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	22	0.0192128598883	3919	0.00157100758078	NA	0.861630692157		223	0.998814619265	1	1	1	K562	NA	NA
chr8	130491285	130493805	MYC	0.02165181	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	36	0.0147834403348	3919	0.00157100758078	NA	0.204766885626		223	0.999997266042	1	1	1	K562	NA	NA
chr8	130494785	130497325	MYC	0.01537631	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	17	0.0217427449843	3919	0.00157100758078	NA	0.551494792338		223	0.992398252264	0.999999999999	1	1	K562	NA	NA
chr8	130496045	130498545	MYC	0.0129245	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	36	0.0159938812676	3919	0.00157100758078	NA	0.399892815405		223	0.99998689491	1	1	1	K562	NA	NA
chr8	130496905	130499405	MYC	-0.01736578	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	18	0.0197989898214	3919	0.00157100758078	NA	0.855921739898		223	0.996847085366	1	1	1	K562	NA	NA
chr8	130501585	130504125	MYC	0.00504953	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	20	0.022257151199	3919	0.00157100758078	NA	0.72380085014		223	0.994374948235	0.999999999999	1	1	K562	NA	NA
chr8	130503025	130505545	MYC	0.01033461	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	33	0.0186464373814	3919	0.00157100758078	NA	0.517405446688		223	0.999794160876	1	1	1	K562	NA	NA
chr8	130511745	130514265	MYC	0.02301514	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	22	0.0184214628755	3919	0.00157100758078	NA	0.326977828934		223	0.999236285054	1	1	1	K562	NA	NA
chr8	130525525	130528025	MYC	0.00092625	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	27	0.0142020406987	3919	0.00157100758078	NA	0.787339520015		223	0.999994160803	1	1	1	K562	NA	NA
chr8	130537145	130539685	MYC	-0.00450223	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	37	0.0113955789061	3919	0.00157100758078	NA	0.855541286755		223	0.999999998363	1	1	1	K562	NA	NA
chr8	130543005	130545525	MYC	-0.02376166	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	35	0.0185532475477	3919	0.00157100758078	NA	0.649618145862		223	0.999842050289	1	1	1	K562	NA	NA
chr8	130546945	130549685	MYC	-0.00566911	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	72	0.0103205093462	3919	0.00157100758078	NA	0.849078230452		223	1	1	1	1	K562	NA	NA
chr8	130553345	130555845	MYC	-0.02896926	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	36	0.0171720725503	3919	0.00157100758078	NA	0.522084517097		223	0.999955160037	1	1	1	K562	NA	NA
chr8	130563605	130566165	MYC	0.01864652	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	46	0.0115594776993	3919	0.00157100758078	NA	0.194119199338		223	0.999999999514	1	1	1	K562	NA	NA
chr8	130568005	130570525	MYC	-0.02565652	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	45	0.0142476195748	3919	0.00157100758078	NA	0.551494792338		223	0.999999629574	1	1	1	K562	NA	NA
chr8	130568965	130571465	MYC	0.00457661	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	21	0.015458974881	3919	0.00157100758078	NA	0.72380085014		223	0.999896533858	1	1	1	K562	NA	NA
chr8	130572285	130574805	MYC	-0.00216406	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	36	0.0200000384567	3919	0.00157100758078	NA	0.807071179996		223	0.999615849515	1	1	1	K562	NA	NA
chr8	130573025	130575525	MYC	-0.0043757	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	40	0.0112758784571	3919	0.00157100758078	NA	0.849078230452		223	0.999999999418	1	1	1	K562	NA	NA
chr8	130575865	130578365	MYC	-0.0171808	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	51	0.0148002670461	3919	0.00157100758078	NA	0.791675316579		223	0.999999475505	1	1	1	K562	NA	NA
chr8	130580145	130582645	MYC	0.03268878	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	21	0.017613093238	3919	0.00157100758078	NA	0.190468763327		223	0.999441948967	1	1	1	K562	NA	NA
chr8	130581725	130584745	MYC	-0.00272868	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	19	0.0240206211333	3919	0.00157100758078	NA	0.855921739898		223	0.989345357027	0.999999999946	1	1	K562	NA	NA
chr8	130582985	130585505	MYC	-0.00363375	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	26	0.0183336896245	3919	0.00157100758078	NA	0.855921739898		223	0.999614655154	1	1	1	K562	NA	NA
chr8	130584105	130586665	MYC	0.05803958	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	14	0.018942894997	3919	0.00157100758078	NA	0.065106054089		223	0.9943575321	1	1	1	K562	NA	NA
chr8	130584845	130587765	MYC	0.02661294	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	39	0.0135435064055	3919	0.00157100758078	NA	0.106144804299		223	0.999999779397	1	1	1	K562	NA	NA
chr8	130585925	130589225	MYC	0.0322041	TRUE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	95	0.0086233937996	3919	0.00157100758078	NA	0.00039911376059		223	1	1	1	1	K562	NA	NA
chr8	130587665	130590165	MYC	-0.00109314	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	36	0.0118140919446	3919	0.00157100758078	NA	0.787339520015		223	0.999999993034	1	1	1	K562	NA	NA
chr8	130594725	130597225	MYC	-0.01214173	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	37	0.0144286370061	3919	0.00157100758078	NA	0.934507216496		223	0.999998612518	1	1	1	K562	NA	NA
chr8	130598205	130600705	MYC	-0.02380143	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	39	0.0198964927824	3919	0.00157100758078	NA	0.637865740804		223	0.999712981399	1	1	1	K562	NA	NA
chr8	130602645	130605165	MYC	-0.00685558	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	58	0.0117204266533	3919	0.00157100758078	NA	0.861630692157		223	0.999999999843	1	1	1	K562	NA	NA
chr8	130603245	130605765	MYC	-0.03796721	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	68	0.00926825269468	3919	0.00157100758078	NA	0.106144804299		223	1	1	1	1	K562	NA	NA
chr8	130684705	130687345	MYC	0.00684969	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	47	0.0126842387065	3919	0.00157100758078	NA	0.517690677977		223	0.999999989418	1	1	1	K562	NA	NA
chr8	130687965	130690485	MYC	0.00908766	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	45	0.0127626086911	3919	0.00157100758078	NA	0.45143915655		223	0.999999983101	1	1	1	K562	NA	NA
chr8	130688925	130691425	MYC	-0.01919458	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	31	0.0255510639534	3919	0.00157100758078	NA	0.791675316579		223	0.99439102278	0.999999999941	1	1	K562	NA	NA
chr8	130689945	130693125	MYC	-0.00754924	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	140	0.00639774351727	3919	0.00157100758078	NA	0.86125785479		223	1	1	1	1	K562	NA	NA
chr8	130691625	130694125	MYC	0.02446042	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	15	0.0230013358837	3919	0.00157100758078	NA	0.419790114877		223	0.984764561851	0.99999999996	1	1	K562	NA	NA
chr8	130693165	130695685	MYC	-0.04028756	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	51	0.0109007285982	3919	0.00157100758078	NA	0.142487977111		223	0.99999999998	1	1	1	K562	NA	NA
chr8	130693725	130696225	MYC	0.00483592	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	31	0.0176575851779	3919	0.00157100758078	NA	0.644475495317		223	0.999878755186	1	1	1	K562	NA	NA
chr8	130696245	130698905	MYC	-0.01590607	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	35	0.0100175938317	3919	0.00157100758078	NA	0.850323401765		223	0.999999999983	1	1	1	K562	NA	NA
chr8	130697885	130700385	MYC	-0.00955116	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	29	0.015892253156	3919	0.00157100758078	NA	0.982839330282		223	0.99996863766	1	1	1	K562	NA	NA
chr8	130698585	130701085	MYC	-0.04401993	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	47	0.011967375412	3919	0.00157100758078	NA	0.10242295124		223	0.999999998517	1	1	1	K562	NA	NA
chr8	130702125	130704625	MYC	-0.09262528	TRUE	TRUE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	43	0.018870569796	3919	0.00157100758078	NA	6.634020796e-07		223	0.999895171655	1	1	1	K562	NA	NA
chr8	130705885	130708405	MYC	-0.04996821	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	36	0.0152245076926	3919	0.00157100758078	NA	0.0874220366916		223	0.999994954831	1	1	1	K562	NA	NA
chr8	130707225	130709745	MYC	-0.03384292	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	44	0.0144344173096	3919	0.00157100758078	NA	0.323656164889		223	0.999999426647	1	1	1	K562	NA	NA
chr8	130708285	130710805	MYC	-0.04292473	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	39	0.0190897224237	3919	0.00157100758078	NA	0.171980596044		223	0.999834125454	1	1	1	K562	NA	NA
chr8	130709145	130711645	MYC	-0.04793205	TRUE	TRUE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	60	0.0145486147108	3919	0.00157100758078	NA	0.021899439663		223	0.999999832012	1	1	1	K562	NA	NA
chr8	130712745	130715285	MYC	-0.01074831	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	76	0.0107355310965	3919	0.00157100758078	NA	0.963539534364		223	1	1	1	1	K562	NA	NA
chr8	130719145	130722065	MYC	0.00500805	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	96	0.00934277464098	3919	0.00157100758078	NA	0.362358864619		223	1	1	1	1	K562	NA	NA
chr8	130721645	130724205	MYC	0.02580226	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	45	0.0120676607843	3919	0.00157100758078	NA	0.0874220366916		223	0.999999997338	1	1	1	K562	NA	NA
chr8	130737485	130740005	MYC	-0.00567329	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	34	0.0153567892385	3919	0.00157100758078	NA	0.861630692157		223	0.999992184963	1	1	1	K562	NA	NA
chr8	130742925	130745425	MYC	0.00912055	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	Proliferation Screen	Fulco2016		NA	8	0.0302317047554	3919	0.00157100758078	NA	0.787339520015		223	0.853047299091	0.999993283229	0.999999999041	1	K562	NA	NA
chr11	3283025	3283525	HBE1	0.02924165	FALSE	FALSE	TRUE	NA	*	NA	K562	KRAB-dCas9	SingleCell	HBE-mCherry Screen	Klann2017		NA	67	0.0191381009042	1956	0.00611050909534	NA	0.944568866097		191	0.912284186365	0.999999999879	1	1	K562	NA	NA
